Electrode,-26.375654205498556,113.55619636103411,18.592018493577484,Fp1
Electrode,2.6183702170745042,116.98591340258659,21.994713519440065,Fpz
Electrode,31.637242055243036,114.18492931301022,18.33398563233063,Fp2
Electrode,-51.49666651167379,97.11426892371152,15.02993315897933,AF7
Electrode,-31.005293638726997,104.05429871197859,42.03574155847764,AF3
Electrode,2.628109727431898,108.51255662417226,53.68790092866597,AFz
Electrode,37.47378154373533,106.09859685879343,43.0710875945347,AF4
Electrode,56.586659053700856,97.78158245419901,14.56381440279412,AF8
Electrode,-67.30341492615918,74.3634007817204,-24.621493172524712,F9
Electrode,-66.18523892069209,70.18886466051792,11.079295969780597,F7
Electrode,-58.74097151335947,75.16912894864052,35.675978471237975,F5
Electrode,-45.59681291852218,79.84210268951783,56.7988485343908,F3
Electrode,-23.988379044438545,82.8154704572522,71.83890182057452,F1
Electrode,2.5821404530447367,84.50568243490476,78.65911596767553,Fz
Electrode,29.50764077958336,83.53633764813844,72.54844397409876,F2
Electrode,51.50667928562628,81.05072541274741,57.7731897104506,F4
Electrode,64.79112240655239,76.65810619374653,36.144007641398346,F6
Electrode,72.09964638698114,72.01865042177303,11.079955972412565,F8
Electrode,70.64659426874779,73.93755985871388,-24.596645234064354,F10
Electrode,-74.65546498154448,44.19618520454091,-27.923378411676495,FT9
Electrode,-74.73188085987174,40.669409214319565,8.200977997107415,FT7
Electrode,-69.56196193075985,43.884743139948384,38.392835644853946,FC5
Electrode,-55.15932212406745,47.189820391725206,65.5276594959355,FC3
Electrode,-30.493380581714376,49.81530106754023,85.76523697817508,FC1
Electrode,2.1610630001114184,50.835928198312246,93.55513439323094,FCz
Electrode,35.09515914770554,50.621660775649765,86.44005158011318,FC2
Electrode,60.55530126612574,48.610355053253684,66.73858278052384,FC4
Electrode,75.6931990893785,45.6867964758466,39.53340309457262,FC6
Electrode,79.39209955136214,42.12256096447083,8.23925997460385,FT8
Electrode,80.1635924736548,44.89671641231251,-27.76051987981499,FT10
Electrode,-77.2373427900228,11.048224695595982,-31.242790813025103,T9
Electrode,-77.53579548330141,10.48067012887237,4.33807928537219,T7
Electrode,-77.45439695611014,11.410539861009749,36.32440664436732,C5
Electrode,-63.367780009924424,12.14500786209494,66.81627026603998,C3
Electrode,-36.03541533805891,12.649390491827177,90.49257229345726,C1
ReferenceElectrode,1.0622728259580443,12.507619189804764,99.27155100299056,Cz
Electrode,38.53875354112467,13.118949858013387,91.09193621923116,C2
Electrode,66.2740187193042,13.006177807248154,67.76110645924328,C4
Electrode,81.13385708175913,12.817791087094848,37.712154964706635,C6
Electrode,81.2830757905593,12.098942372084128,4.967242293078233,T8
Electrode,80.10708552356365,12.067487218041263,-31.49820057028572,T10
Electrode,-82.25683520767653,-20.129296511216584,-34.73579504721745,TP9
Electrode,-79.083800875166,-20.217159726564823,2.195781922078342,TP7
Electrode,-75.30422166150791,-22.425071306243666,34.711983239339624,CP5
Electrode,-62.53870138488631,-24.963392101436927,65.50242839336313,CP3
Electrode,-35.55181616335553,-27.839201707936326,88.3315975380936,CP1
Electrode,0.47263618274200203,-30.072981549587478,97.56503373701936,CPz
Electrode,36.986448198165476,-27.94527365985775,88.90563331005644,CP2
Electrode,64.1437232468483,-24.246986301123034,66.25079316935806,CP4
Electrode,76.6922792857048,-20.56649727132067,35.77368735857769,CP6
Electrode,81.73958858883688,-18.76338419863966,3.333562145858916,TP8
Electrode,84.56611718284303,-18.350638773795886,-34.14744536270944,TP10
Electrode,-66.12252027528244,-43.118011769931,-32.62158113881468,P9
Electrode,-70.6240442674951,-48.94854612031257,0.9974785668007851,P7
Electrode,-64.9895237023925,-53.110615234954565,26.865631717879296,P5
Electrode,-51.65680613692484,-57.39014981613478,50.07798719114871,P3
Electrode,-29.187530070792018,-62.35943481399964,67.39389127930393,P1
Electrode,-0.4127254916723271,-65.55379831005503,74.97583051079152,Pz
Electrode,29.03191692257079,-62.138129129314024,68.50029920183202,P2
Electrode,52.1855653442265,-56.57835190764587,51.3322897448108,P4
Electrode,65.88694434903682,-52.086320412384744,28.0802213160746,P6
Electrode,68.96260865731652,-45.68561716870503,1.9541927374587615,P8
Electrode,68.47459691643881,-42.183405899316675,-32.16685082844788,P10
Electrode,-51.36441147388854,-67.15400380319444,-32.62341642513966,PO9
Electrode,-52.26695685048464,-72.04841333847067,1.0774841412807412,PO7
Electrode,-34.8328452538604,-80.16655776204685,29.36454201293813,PO3
Electrode,-0.47065900538661687,-83.58793527288347,40.26244885281223,POz
Electrode,33.99498199815303,-79.23028416534777,29.674904948128287,PO4
Electrode,51.55780517550841,-69.55101903782345,1.716534141026699,PO8
Electrode,51.99042357808675,-66.20297168557127,-32.40387230168083,PO10
Electrode,-28.136711541181434,-87.77442222912961,2.58337578928256,O1
Electrode,-0.736590040804848,-92.20595354070434,5.393939369564033,Oz
Electrode,26.686045397145676,-86.36284139447812,2.69107264463796,O2
Electrode,-0.5653414314325546,-87.6675291711786,-28.34066598647937,Iz
Electrode,-27.52379802298457,-82.0364173617551,-31.013439621653507,I1
Electrode,26.65937505604274,-80.82109988125278,-30.98436673656785,I2
Fiducial,2.686467065383686,114.11906969264182,-12.63323591229477,Nz
Fiducial,-0.5653414314325546,-87.6675291711786,-28.34066598647937,Iz
Fiducial,-77.21461198204874,7.3453145483300055,-31.11928813557702,LPA
Fiducial,80.38491549857766,8.194580219895903,-32.09636501240851,RPA
